page_slug,section,block_id,field_label,source_key,current_text,proposed_text,notes
mycopd,Scale and maturity,live_site_named_sites[6],Live site name,named_sites[6].name,Jersey,,
mycopd,Scale and maturity,live_site_named_sites[6],Site status,named_sites[6].status,active,,
mycopd,Scale and maturity,scale_maturity,Population reach,patients_covered_note,"100,000+ patients across all my mhealth conditions globally. Multiple named NHS sites active.",,
mycopd,What it takes locally,what_it_takes,Local effort (JSON),local_wraparound,medium,,
mycopd,What it takes locally,what_it_takes,Local effort (UI badge),local_wraparound__display,Medium,,Derived: EffortBadge
mycopd,What it takes locally,what_it_takes,Local effort detail,local_wraparound_detail,"Essentials tier: respiratory clinical lead and practice manager required. Pro tier: clinician capacity needed to actively monitor dashboard — without this, the Pro tier's value is unrealised.",,
mycopd,What it takes locally,what_it_takes,Onboarding model (raw JSON),onboarding_model,clinician_led,,
mycopd,What it takes locally,what_it_takes,Onboarding model (UI: underscores → spaces),onboarding_model__display_hint,clinician led,,Rendered in WhatItTakesLocallySection
mycopd,What it takes locally,what_it_takes,Onboarding detail,onboarding_detail,Commissioner engagement → infrastructure assessment → pathway embedding with clinical teams → staff training → patient invitation or self-referral. Digital Health Advisors support patients.,,
mycopd,What it takes locally,what_it_takes,Training (rendered line),training_composite,Required. HCP dashboard training and pathway integration materials provided by my mhealth clinical engagement specialists.,,
mycopd,What it takes locally,what_it_takes,Training required (JSON),training_required,true,,
mycopd,What it takes locally,what_it_takes,Training note,training_note,HCP dashboard training and pathway integration materials provided by my mhealth clinical engagement specialists.,,
mycopd,What it takes locally,what_it_takes,Supplier wrap,supplier_wrap,"Digital Transformation Team supports infrastructure assessment, pathway embedding, staff training and patient onboarding. Dashboard support included in contract.",,
mycopd,What it takes locally,what_it_takes,Service wrap (rendered block),service_wrap_block,"Included in offer. Standard contract includes implementation support, clinical dashboard access, patient technical support, and quarterly reporting. Enhanced wrap with EPR integration and bespoke reporting available at additional cost.",,
mycopd,What it takes locally,what_it_takes,Monitoring,monitoring_note,Essentials: patient self-managed. Pro: clinician dashboard with remote monitoring — not a 24/7 monitored service. Patients must have clear escalation routes for deterioration.,,
mycopd,What it takes locally,what_it_takes,Escalation,escalation_note,Patients must have clear routes to clinical support for deterioration. The app itself is not a monitored emergency service.,,
mycopd,What it takes locally,what_it_takes,Operating hours caveat,operating_hours_caveat,This is not a continuously monitored service. Ensure patients have access to appropriate clinical escalation routes.,,
mycopd,What it takes locally,what_it_takes,Prerequisite 1,implementation_prerequisites[0],Respiratory clinical lead to champion adoption,,
mycopd,What it takes locally,what_it_takes,Prerequisite 2,implementation_prerequisites[1],Pathway agreement with clinical teams,,
mycopd,What it takes locally,what_it_takes,Prerequisite 3,implementation_prerequisites[2],DTAC approval confirmed locally,,
mycopd,What it takes locally,what_it_takes,Prerequisite 4,implementation_prerequisites[3],Evidence generation agreement with NICE,,
mycopd,What it takes locally,what_it_takes,Prerequisite 5,implementation_prerequisites[4],Firewall rules updated to permit mymhealth.com domain,,
mycopd,Expected impact and case studies,impact,Expected benefit (body),expected_benefit_note,"Potential to reduce face-to-face PR appointments and extend PR capacity. May contribute to lower emergency admission rates for COPD, though attribution is difficult to isolate. Benefits are most clearly realised where the app is embedded in existing clinical pathways rather than offered as a standalone tool.",,
mycopd,Expected impact and case studies,impact,Commissioner note (banner),ui_static:case_studies_banner,Commissioner note: Case studies are illustrative local reports and may not meet the same standard as peer-reviewed trials. Use alongside the Clinical evidence section.,,Static UI in ImpactAndCaseStudiesSection
mycopd,Expected impact and case studies,case_study_0,Title,case_studies[0].title,NHS Grampian — inhaler technique and admission reduction,,
mycopd,Expected impact and case studies,case_study_0,Setting,case_studies[0].setting,"Stonehaven Medical Group & Aberdeenshire HSCP, primary care, 5 months",,
mycopd,Expected impact and case studies,case_study_0,Outcome,case_studies[0].outcome,Inhaler technique improved from 48% to 91% correct. Rescue inhaler use fell from 3.17 to 2.13 per week. Reduction in unscheduled GP visits and hospital admissions.,,
mycopd,Expected impact and case studies,case_study_0,Caveat,case_studies[0].caveat,"Service evaluation, not peer-reviewed. Outcomes reflect specific local deployment conditions.",,
mycopd,Expected impact and case studies,case_study_0,Source,case_studies[0].source,my mhealth evidence catalogue (mymhealth.com/studies),,
mycopd,Expected impact and case studies,case_study_1,Title,case_studies[1].title,Jersey — engagement and daily use,,
mycopd,Expected impact and case studies,case_study_1,Setting,case_studies[1].setting,Jersey Health and Community Services,,
mycopd,Expected impact and case studies,case_study_1,Outcome,case_studies[1].outcome,60% daily login rate. 800+ educational video views per week.,,
mycopd,Expected impact and case studies,case_study_1,Caveat,case_studies[1].caveat,Source is a Respiratory Nurse Specialist report — not peer-reviewed.,,
mycopd,Expected impact and case studies,case_study_1,Source,case_studies[1].source,my mhealth / Jersey evaluation,,
mycopd,Expected impact and case studies,case_study_2,Title,case_studies[2].title,NHS Highland — remote and rural feasibility,,
mycopd,Expected impact and case studies,case_study_2,Setting,case_studies[2].setting,"NHS Highland, up to 1 year",,
mycopd,Expected impact and case studies,case_study_2,Outcome,case_studies[2].outcome,"78.8% activation rate. No correlation with age, wealth, rurality or COPD severity. Very high-use subgroup (17%) showed moderate reduction in admissions and bed days.",,
mycopd,Expected impact and case studies,case_study_2,Caveat,case_studies[2].caveat,No significant population-level reduction in NHS resource use in the full cohort. Peer-reviewed (JMIR mHealth 2022).,,
mycopd,Expected impact and case studies,case_study_2,Source,case_studies[2].source,"Cooper et al., JMIR mHealth 2022, DOI: 10.2196/30782",,
mycopd,Clinical evidence,clinical_evidence,Summary paragraph,evidence_summary,"Two RCTs (RESCUE n=41, EARLY n=60), five real-world studies including NHS Grampian (n=64) and NHS Highland (n=113), and a NICE MTG68 health economics review. NICE MTG68 modelled £86,297 cost saving per CCG for AECOPD (74% probability) and £22,779 per CCG for PR (86% probability). Note: CCG-era model — recalculate using current ICB population sizes.",,
mycopd,Clinical evidence,evidence_rescue-rct,Group: RCT,_group:RCT,,,Study id: rescue-rct
mycopd,Clinical evidence,evidence_rescue-rct,type,clinical_evidence_detailed[rescue-rct].type,RCT,,
mycopd,Clinical evidence,evidence_rescue-rct,type label,clinical_evidence_detailed[rescue-rct].type_label,Randomised controlled trial,,
mycopd,Clinical evidence,evidence_rescue-rct,ref,clinical_evidence_detailed[rescue-rct].ref,RESCUE trial (MMH-R02),,
mycopd,Clinical evidence,evidence_rescue-rct,authors,clinical_evidence_detailed[rescue-rct].authors,North M et al.,,
mycopd,Clinical evidence,evidence_rescue-rct,journal,clinical_evidence_detailed[rescue-rct].journal,npj Digital Medicine,,
mycopd,Clinical evidence,evidence_rescue-rct,year,clinical_evidence_detailed[rescue-rct].year,2020,,
mycopd,Clinical evidence,evidence_rescue-rct,month,clinical_evidence_detailed[rescue-rct].month,October,,
mycopd,Clinical evidence,evidence_rescue-rct,volume issue,clinical_evidence_detailed[rescue-rct].volume_issue,3:145,,
mycopd,Clinical evidence,evidence_rescue-rct,doi,clinical_evidence_detailed[rescue-rct].doi,10.1038/s41746-020-00347-7,,
mycopd,Clinical evidence,evidence_rescue-rct,pmid,clinical_evidence_detailed[rescue-rct].pmid,33145441,,
mycopd,Clinical evidence,evidence_rescue-rct,n,clinical_evidence_detailed[rescue-rct].n,41,,
mycopd,Clinical evidence,evidence_rescue-rct,setting,clinical_evidence_detailed[rescue-rct].setting,Portsmouth Hospitals NHS Trust,,
mycopd,Clinical evidence,evidence_rescue-rct,key results,clinical_evidence_detailed[rescue-rct].key_results,CAT score 4.49 points lower in myCOPD arm (95% CI −8.41 to −0.58). Critical inhaler errors: 101→20 (myCOPD) vs 100→72 (usual care). Exacerbations: 18 vs 34. OR for readmission 0.383 (0.074–1.987).,,
mycopd,Clinical evidence,evidence_rescue-rct,study limitation,clinical_evidence_detailed[rescue-rct].study_limitation,Feasibility study — signals clinical benefit but powered for feasibility not efficacy.,,
mycopd,Clinical evidence,evidence_rescue-rct,url full text,clinical_evidence_detailed[rescue-rct].url_full_text,https://www.nature.com/articles/s41746-020-00347-7,,
mycopd,Clinical evidence,evidence_rescue-rct,url doi,clinical_evidence_detailed[rescue-rct].url_doi,https://doi.org/10.1038/s41746-020-00347-7,,
mycopd,Clinical evidence,evidence_rescue-rct,url pubmed,clinical_evidence_detailed[rescue-rct].url_pubmed,https://pubmed.ncbi.nlm.nih.gov/33145441/,,
mycopd,Clinical evidence,evidence_rescue-rct,peer reviewed,clinical_evidence_detailed[rescue-rct].peer_reviewed,true,,
mycopd,Clinical evidence,evidence_rescue-rct,coi,clinical_evidence_detailed[rescue-rct].coi,false,,
mycopd,Clinical evidence,evidence_rescue-rct,data quality flag,clinical_evidence_detailed[rescue-rct].data_quality_flag,false,,
mycopd,Clinical evidence,evidence_early-rct,Group: RCT,_group:RCT,,,Study id: early-rct
mycopd,Clinical evidence,evidence_early-rct,type,clinical_evidence_detailed[early-rct].type,RCT,,
mycopd,Clinical evidence,evidence_early-rct,type label,clinical_evidence_detailed[early-rct].type_label,Randomised controlled trial,,
mycopd,Clinical evidence,evidence_early-rct,ref,clinical_evidence_detailed[early-rct].ref,EARLY trial (MMH-R03),,
mycopd,Clinical evidence,evidence_early-rct,authors,clinical_evidence_detailed[early-rct].authors,Crooks MG et al.,,
mycopd,Clinical evidence,evidence_early-rct,journal,clinical_evidence_detailed[early-rct].journal,ERJ Open Research,,
mycopd,Clinical evidence,evidence_early-rct,year,clinical_evidence_detailed[early-rct].year,2020,,
mycopd,Clinical evidence,evidence_early-rct,month,clinical_evidence_detailed[early-rct].month,October,,
mycopd,Clinical evidence,evidence_early-rct,volume issue,clinical_evidence_detailed[early-rct].volume_issue,6(4):00460-2020,,
mycopd,Clinical evidence,evidence_early-rct,doi,clinical_evidence_detailed[early-rct].doi,10.1183/23120541.00460-2020,,
mycopd,Clinical evidence,evidence_early-rct,pmid,clinical_evidence_detailed[early-rct].pmid,33263052,,
mycopd,Clinical evidence,evidence_early-rct,pmc,clinical_evidence_detailed[early-rct].pmc,7682704,,
mycopd,Clinical evidence,evidence_early-rct,trial reg,clinical_evidence_detailed[early-rct].trial_reg,NCT03620630,,
mycopd,Clinical evidence,evidence_early-rct,n,clinical_evidence_detailed[early-rct].n,60,,
mycopd,Clinical evidence,evidence_early-rct,setting,clinical_evidence_detailed[early-rct].setting,Multi-site England,,
mycopd,Clinical evidence,evidence_early-rct,key results,clinical_evidence_detailed[early-rct].key_results,"No significant difference in CAT score (−1.27, 95% CI −4.47–1.92, p=0.44). Inhaler error OR 0.30 (p=0.061) favouring myCOPD. PAM OR 1.65 favouring myCOPD.",,
mycopd,Clinical evidence,evidence_early-rct,study limitation,clinical_evidence_detailed[early-rct].study_limitation,Primary outcome (CAT) not met. p=0.061 for inhaler errors does not reach p<0.05 threshold.,,
mycopd,Clinical evidence,evidence_early-rct,data quality note,clinical_evidence_detailed[early-rct].data_quality_note,Company describes inhaler error result (p=0.061) as statistically significant. This does not meet the conventional p<0.05 threshold. Do not cite as definitive evidence without noting this caveat.,,
mycopd,Clinical evidence,evidence_early-rct,url full text,clinical_evidence_detailed[early-rct].url_full_text,https://openres.ersjournals.com/content/6/4/00460-2020,,
mycopd,Clinical evidence,evidence_early-rct,url doi,clinical_evidence_detailed[early-rct].url_doi,https://doi.org/10.1183/23120541.00460-2020,,
mycopd,Clinical evidence,evidence_early-rct,url pubmed,clinical_evidence_detailed[early-rct].url_pubmed,https://pubmed.ncbi.nlm.nih.gov/33263052/,,
mycopd,Clinical evidence,evidence_early-rct,url trial reg,clinical_evidence_detailed[early-rct].url_trial_reg,https://clinicaltrials.gov/study/NCT03620630,,
mycopd,Clinical evidence,evidence_early-rct,peer reviewed,clinical_evidence_detailed[early-rct].peer_reviewed,true,,
mycopd,Clinical evidence,evidence_early-rct,coi,clinical_evidence_detailed[early-rct].coi,false,,
mycopd,Clinical evidence,evidence_early-rct,data quality flag,clinical_evidence_detailed[early-rct].data_quality_flag,true,,
mycopd,Clinical evidence,evidence_nhs-grampian-se,Group: Real-world / observational / service evaluation,_group:Real-world / observational / service evaluation,,,Study id: nhs-grampian-se
mycopd,Clinical evidence,evidence_nhs-grampian-se,type,clinical_evidence_detailed[nhs-grampian-se].type,service_eval,,
mycopd,Clinical evidence,evidence_nhs-grampian-se,type label,clinical_evidence_detailed[nhs-grampian-se].type_label,Service evaluation,,
mycopd,Clinical evidence,evidence_nhs-grampian-se,ref,clinical_evidence_detailed[nhs-grampian-se].ref,NHS Grampian service evaluation (MMH-E04),,
mycopd,Clinical evidence,evidence_nhs-grampian-se,authors,clinical_evidence_detailed[nhs-grampian-se].authors,Stonehaven Medical Group & Aberdeenshire HSCP,,
mycopd,Clinical evidence,evidence_nhs-grampian-se,year,clinical_evidence_detailed[nhs-grampian-se].year,2020,,
mycopd,Clinical evidence,evidence_nhs-grampian-se,n,clinical_evidence_detailed[nhs-grampian-se].n,64,,
mycopd,Clinical evidence,evidence_nhs-grampian-se,setting,clinical_evidence_detailed[nhs-grampian-se].setting,"Primary care, Aberdeenshire, 5 months (2019–2020)",,
mycopd,Clinical evidence,evidence_nhs-grampian-se,key results,clinical_evidence_detailed[nhs-grampian-se].key_results,Rescue inhaler use: 3.17→2.13/week. Inhaler technique: 48%→91% correct. Reduction in unscheduled GP visits and hospital admissions. Led to ICB-level commissioning decision.,,
mycopd,Clinical evidence,evidence_nhs-grampian-se,study limitation,clinical_evidence_detailed[nhs-grampian-se].study_limitation,Service evaluation — not peer-reviewed. Reflects specific local deployment conditions.,,
mycopd,Clinical evidence,evidence_nhs-grampian-se,source label,clinical_evidence_detailed[nhs-grampian-se].source_label,my mhealth evidence catalogue,,
mycopd,Clinical evidence,evidence_nhs-grampian-se,source url,clinical_evidence_detailed[nhs-grampian-se].source_url,https://mymhealth.com/studies,,
mycopd,Clinical evidence,evidence_nhs-grampian-se,url full text,clinical_evidence_detailed[nhs-grampian-se].url_full_text,https://mymhealth.com/studies,,
mycopd,Clinical evidence,evidence_nhs-grampian-se,peer reviewed,clinical_evidence_detailed[nhs-grampian-se].peer_reviewed,false,,
mycopd,Clinical evidence,evidence_nhs-grampian-se,coi,clinical_evidence_detailed[nhs-grampian-se].coi,false,,
mycopd,Clinical evidence,evidence_nhs-grampian-se,data quality flag,clinical_evidence_detailed[nhs-grampian-se].data_quality_flag,false,,
mycopd,Clinical evidence,evidence_nhs-highland,Group: Real-world / observational / service evaluation,_group:Real-world / observational / service evaluation,,,Study id: nhs-highland
mycopd,Clinical evidence,evidence_nhs-highland,type,clinical_evidence_detailed[nhs-highland].type,observational,,
mycopd,Clinical evidence,evidence_nhs-highland,type label,clinical_evidence_detailed[nhs-highland].type_label,Observational study,,
mycopd,Clinical evidence,evidence_nhs-highland,ref,clinical_evidence_detailed[nhs-highland].ref,NHS Highland feasibility study,,
mycopd,Clinical evidence,evidence_nhs-highland,authors,clinical_evidence_detailed[nhs-highland].authors,Cooper R et al.,,
mycopd,Clinical evidence,evidence_nhs-highland,journal,clinical_evidence_detailed[nhs-highland].journal,JMIR mHealth and uHealth,,
mycopd,Clinical evidence,evidence_nhs-highland,year,clinical_evidence_detailed[nhs-highland].year,2022,,
mycopd,Clinical evidence,evidence_nhs-highland,month,clinical_evidence_detailed[nhs-highland].month,February,,
mycopd,Clinical evidence,evidence_nhs-highland,volume issue,clinical_evidence_detailed[nhs-highland].volume_issue,10(2):e30782,,
mycopd,Clinical evidence,evidence_nhs-highland,doi,clinical_evidence_detailed[nhs-highland].doi,10.2196/30782,,
mycopd,Clinical evidence,evidence_nhs-highland,pmid,clinical_evidence_detailed[nhs-highland].pmid,35129453,,
mycopd,Clinical evidence,evidence_nhs-highland,pmc,clinical_evidence_detailed[nhs-highland].pmc,8861861,,
mycopd,Clinical evidence,evidence_nhs-highland,n,clinical_evidence_detailed[nhs-highland].n,113,,
mycopd,Clinical evidence,evidence_nhs-highland,setting,clinical_evidence_detailed[nhs-highland].setting,"NHS Highland, up to 1 year",,
mycopd,Clinical evidence,evidence_nhs-highland,key results,clinical_evidence_detailed[nhs-highland].key_results,"78.8% activation rate. No correlation between app use and age, wealth, rurality or COPD severity. No significant population-level reduction in NHS resource use. Very high-use subgroup (17%) showed moderate reduction in admissions and bed days.",,
mycopd,Clinical evidence,evidence_nhs-highland,study limitation,clinical_evidence_detailed[nhs-highland].study_limitation,No significant population-level reduction in NHS resource use in the full cohort.,,
mycopd,Clinical evidence,evidence_nhs-highland,url full text,clinical_evidence_detailed[nhs-highland].url_full_text,https://mhealth.jmir.org/2022/2/e30782,,
mycopd,Clinical evidence,evidence_nhs-highland,url doi,clinical_evidence_detailed[nhs-highland].url_doi,https://doi.org/10.2196/30782,,
mycopd,Clinical evidence,evidence_nhs-highland,url pubmed,clinical_evidence_detailed[nhs-highland].url_pubmed,https://pubmed.ncbi.nlm.nih.gov/35129453/,,
mycopd,Clinical evidence,evidence_nhs-highland,peer reviewed,clinical_evidence_detailed[nhs-highland].peer_reviewed,true,,
mycopd,Clinical evidence,evidence_nhs-highland,coi,clinical_evidence_detailed[nhs-highland].coi,false,,
mycopd,Clinical evidence,evidence_nhs-highland,data quality flag,clinical_evidence_detailed[nhs-highland].data_quality_flag,false,,
mycopd,Clinical evidence,evidence_dorset-pop,Group: Real-world / observational / service evaluation,_group:Real-world / observational / service evaluation,,,Study id: dorset-pop
mycopd,Clinical evidence,evidence_dorset-pop,type,clinical_evidence_detailed[dorset-pop].type,service_eval,,
mycopd,Clinical evidence,evidence_dorset-pop,type label,clinical_evidence_detailed[dorset-pop].type_label,Service evaluation,,
mycopd,Clinical evidence,evidence_dorset-pop,ref,clinical_evidence_detailed[dorset-pop].ref,NHS Dorset population health study (MMH-E07),,
mycopd,Clinical evidence,evidence_dorset-pop,authors,clinical_evidence_detailed[dorset-pop].authors,Our Digital Dorset / my mhealth,,
mycopd,Clinical evidence,evidence_dorset-pop,year,clinical_evidence_detailed[dorset-pop].year,2022,,
mycopd,Clinical evidence,evidence_dorset-pop,setting,clinical_evidence_detailed[dorset-pop].setting,NHS Dorset ICS,,
mycopd,Clinical evidence,evidence_dorset-pop,key results,clinical_evidence_detailed[dorset-pop].key_results,Integration with Dorset Intelligence and Insight Service (DiiS). Socioeconomic factors did not negatively influence activation. Clinician remote monitoring of CAT scores at population level demonstrated.,,
mycopd,Clinical evidence,evidence_dorset-pop,study limitation,clinical_evidence_detailed[dorset-pop].study_limitation,Service evaluation — not peer-reviewed.,,
mycopd,Clinical evidence,evidence_dorset-pop,source label,clinical_evidence_detailed[dorset-pop].source_label,my mhealth evidence catalogue (MMH-E07),,
mycopd,Clinical evidence,evidence_dorset-pop,source url,clinical_evidence_detailed[dorset-pop].source_url,https://mymhealth.com/studies,,
mycopd,Clinical evidence,evidence_dorset-pop,url full text,clinical_evidence_detailed[dorset-pop].url_full_text,https://mymhealth.com/studies,,
mycopd,Clinical evidence,evidence_dorset-pop,peer reviewed,clinical_evidence_detailed[dorset-pop].peer_reviewed,false,,
mycopd,Clinical evidence,evidence_dorset-pop,coi,clinical_evidence_detailed[dorset-pop].coi,false,,
mycopd,Clinical evidence,evidence_dorset-pop,data quality flag,clinical_evidence_detailed[dorset-pop].data_quality_flag,false,,
mycopd,Clinical evidence,evidence_ml-exacerbation,Group: Real-world / observational / service evaluation,_group:Real-world / observational / service evaluation,,,Study id: ml-exacerbation
mycopd,Clinical evidence,evidence_ml-exacerbation,type,clinical_evidence_detailed[ml-exacerbation].type,observational,,
mycopd,Clinical evidence,evidence_ml-exacerbation,type label,clinical_evidence_detailed[ml-exacerbation].type_label,Observational / ML study,,
mycopd,Clinical evidence,evidence_ml-exacerbation,ref,clinical_evidence_detailed[ml-exacerbation].ref,ML exacerbation prediction — BigMedilytics Pilot 4,,
mycopd,Clinical evidence,evidence_ml-exacerbation,authors,clinical_evidence_detailed[ml-exacerbation].authors,Chmiel FP et al.,,
mycopd,Clinical evidence,evidence_ml-exacerbation,journal,clinical_evidence_detailed[ml-exacerbation].journal,JMIR Medical Informatics,,
mycopd,Clinical evidence,evidence_ml-exacerbation,year,clinical_evidence_detailed[ml-exacerbation].year,2022,,
mycopd,Clinical evidence,evidence_ml-exacerbation,month,clinical_evidence_detailed[ml-exacerbation].month,March,,
mycopd,Clinical evidence,evidence_ml-exacerbation,volume issue,clinical_evidence_detailed[ml-exacerbation].volume_issue,10(3):e26499,,
mycopd,Clinical evidence,evidence_ml-exacerbation,doi,clinical_evidence_detailed[ml-exacerbation].doi,10.2196/26499,,
mycopd,Clinical evidence,evidence_ml-exacerbation,pmid,clinical_evidence_detailed[ml-exacerbation].pmid,35311685,,
mycopd,Clinical evidence,evidence_ml-exacerbation,pmc,clinical_evidence_detailed[ml-exacerbation].pmc,8981014,,
mycopd,Clinical evidence,evidence_ml-exacerbation,n,clinical_evidence_detailed[ml-exacerbation].n,"2,374",,
mycopd,Clinical evidence,evidence_ml-exacerbation,setting,clinical_evidence_detailed[ml-exacerbation].setting,"University of Southampton & my mhealth (EU-funded, BigMedilytics)",,
mycopd,Clinical evidence,evidence_ml-exacerbation,key results,clinical_evidence_detailed[ml-exacerbation].key_results,"AUROC 0.727 (95% CI 0.720–0.735) for predicting exacerbation within 3 days. 68,139 patient self-reports analysed.",,
mycopd,Clinical evidence,evidence_ml-exacerbation,study limitation,clinical_evidence_detailed[ml-exacerbation].study_limitation,Research stage only — not a deployed product feature in current versions.,,
mycopd,Clinical evidence,evidence_ml-exacerbation,data quality note,clinical_evidence_detailed[ml-exacerbation].data_quality_note,Research stage. Not deployed in current product.,,
mycopd,Clinical evidence,evidence_ml-exacerbation,url full text,clinical_evidence_detailed[ml-exacerbation].url_full_text,https://medinform.jmir.org/2022/3/e26499,,
mycopd,Clinical evidence,evidence_ml-exacerbation,url doi,clinical_evidence_detailed[ml-exacerbation].url_doi,https://doi.org/10.2196/26499,,
mycopd,Clinical evidence,evidence_ml-exacerbation,url pubmed,clinical_evidence_detailed[ml-exacerbation].url_pubmed,https://pubmed.ncbi.nlm.nih.gov/35311685/,,
mycopd,Clinical evidence,evidence_ml-exacerbation,peer reviewed,clinical_evidence_detailed[ml-exacerbation].peer_reviewed,true,,
mycopd,Clinical evidence,evidence_ml-exacerbation,coi,clinical_evidence_detailed[ml-exacerbation].coi,false,,
mycopd,Clinical evidence,evidence_ml-exacerbation,data quality flag,clinical_evidence_detailed[ml-exacerbation].data_quality_flag,false,,
mycopd,Clinical evidence,evidence_nice-mtg68,Group: NICE / implementation / grey literature / evidence gap,_group:NICE / implementation / grey literature / evidence gap,,,Study id: nice-mtg68
mycopd,Clinical evidence,evidence_nice-mtg68,type,clinical_evidence_detailed[nice-mtg68].type,nice_assessment,,
mycopd,Clinical evidence,evidence_nice-mtg68,type label,clinical_evidence_detailed[nice-mtg68].type_label,NICE technology appraisal,,
mycopd,Clinical evidence,evidence_nice-mtg68,ref,clinical_evidence_detailed[nice-mtg68].ref,NICE MTG68 health economics assessment,,
mycopd,Clinical evidence,evidence_nice-mtg68,authors,clinical_evidence_detailed[nice-mtg68].authors,York Health Economics Consortium (EAG); review: Davies H et al.,,
mycopd,Clinical evidence,evidence_nice-mtg68,journal,clinical_evidence_detailed[nice-mtg68].journal,Applied Health Economics and Health Policy (review),,
mycopd,Clinical evidence,evidence_nice-mtg68,year,clinical_evidence_detailed[nice-mtg68].year,2022,,
mycopd,Clinical evidence,evidence_nice-mtg68,month,clinical_evidence_detailed[nice-mtg68].month,March,,
mycopd,Clinical evidence,evidence_nice-mtg68,volume issue,clinical_evidence_detailed[nice-mtg68].volume_issue,"21:689–700 (review article, 2023)",,
mycopd,Clinical evidence,evidence_nice-mtg68,pmid,clinical_evidence_detailed[nice-mtg68].pmid,37246188,,
mycopd,Clinical evidence,evidence_nice-mtg68,setting,clinical_evidence_detailed[nice-mtg68].setting,"England, health economics model",,
mycopd,Clinical evidence,evidence_nice-mtg68,key results,clinical_evidence_detailed[nice-mtg68].key_results,"EAG-adjusted models: £86,297 cost saving per CCG (AECOPD, 74% probability); £22,779 per CCG (PR, 86% probability). Reviewed 3 RCTs, 1 observational study, 22 real-world evidence documents.",,
