page_slug,section,block_id,field_label,source_key,current_text,proposed_text,notes
luscii,Clinical evidence,evidence_bradford-icb,year,clinical_evidence_detailed[bradford-icb].year,2023,,
luscii,Clinical evidence,evidence_bradford-icb,n,clinical_evidence_detailed[bradford-icb].n,"6,000",,
luscii,Clinical evidence,evidence_bradford-icb,setting,clinical_evidence_detailed[bradford-icb].setting,"Bradford District and Craven ICB, 2021–2023. £400,000+ NHSE investment.",,
luscii,Clinical evidence,evidence_bradford-icb,key results,clinical_evidence_detailed[bradford-icb].key_results,"6,000 COPD patients enrolled over 2 years. Commenced as 50-patient COVID-19 recovery pilot (2021) and expanded into full COPD programme. Air quality alerts and Know Your Normal in use.",,
luscii,Clinical evidence,evidence_bradford-icb,study limitation,clinical_evidence_detailed[bradford-icb].study_limitation,Source is Luscii G-Cloud 14 Service Definition — not independently peer-reviewed.,,
luscii,Clinical evidence,evidence_bradford-icb,source label,clinical_evidence_detailed[bradford-icb].source_label,"Luscii G-Cloud 14 Service Definition (NHS Digital Marketplace, 2024)",,
luscii,Clinical evidence,evidence_bradford-icb,source url,clinical_evidence_detailed[bradford-icb].source_url,https://www.digitalmarketplace.service.gov.uk/g-cloud/services/716511,,
luscii,Clinical evidence,evidence_bradford-icb,url full text,clinical_evidence_detailed[bradford-icb].url_full_text,https://www.digitalmarketplace.service.gov.uk/g-cloud/services/716511,,
luscii,Clinical evidence,evidence_bradford-icb,peer reviewed,clinical_evidence_detailed[bradford-icb].peer_reviewed,false,,
luscii,Clinical evidence,evidence_bradford-icb,coi,clinical_evidence_detailed[bradford-icb].coi,false,,
luscii,Clinical evidence,evidence_bradford-icb,data quality flag,clinical_evidence_detailed[bradford-icb].data_quality_flag,false,,
luscii,Clinical evidence,evidence_sunderland-atb,Group: Real-world / observational / service evaluation,_group:Real-world / observational / service evaluation,,,Study id: sunderland-atb
luscii,Clinical evidence,evidence_sunderland-atb,type,clinical_evidence_detailed[sunderland-atb].type,real_world,,
luscii,Clinical evidence,evidence_sunderland-atb,type label,clinical_evidence_detailed[sunderland-atb].type_label,Real-world NHS programme data,,
luscii,Clinical evidence,evidence_sunderland-atb,ref,clinical_evidence_detailed[sunderland-atb].ref,Sunderland — All Together Better Alliance virtual COPD clinic,,
luscii,Clinical evidence,evidence_sunderland-atb,authors,clinical_evidence_detailed[sunderland-atb].authors,"Recovery at Home team, South Tyneside and Sunderland NHS FT",,
luscii,Clinical evidence,evidence_sunderland-atb,year,clinical_evidence_detailed[sunderland-atb].year,2020,,
luscii,Clinical evidence,evidence_sunderland-atb,month,clinical_evidence_detailed[sunderland-atb].month,March,,
luscii,Clinical evidence,evidence_sunderland-atb,setting,clinical_evidence_detailed[sunderland-atb].setting,"South Tyneside and Sunderland NHS FT, pilot commenced March 2020",,
luscii,Clinical evidence,evidence_sunderland-atb,key results,clinical_evidence_detailed[sunderland-atb].key_results,50% reduction in respiratory emergency admissions. 24/7 virtual COPD clinic. Socioeconomically deprived population; iPads provided to address digital inclusion.,,
luscii,Clinical evidence,evidence_sunderland-atb,study limitation,clinical_evidence_detailed[sunderland-atb].study_limitation,"All Together Better press release (2020) confirms Luscii was the pilot technology. However, later Clinitouch deployment in same area creates ambiguity about longer-term outcomes data.",,
luscii,Clinical evidence,evidence_sunderland-atb,data quality note,clinical_evidence_detailed[sunderland-atb].data_quality_note,Attribution unverified. Same outcome data also cited by Clinitouch/Spirit Health for the same geography. Verify with South Tyneside and Sunderland NHS FT before using in comparative commissioning materials.,,
luscii,Clinical evidence,evidence_sunderland-atb,source label,clinical_evidence_detailed[sunderland-atb].source_label,All Together Better Alliance press release (March 2020),,
luscii,Clinical evidence,evidence_sunderland-atb,source url,clinical_evidence_detailed[sunderland-atb].source_url,https://atbsunderland.org.uk,,
luscii,Clinical evidence,evidence_sunderland-atb,url full text,clinical_evidence_detailed[sunderland-atb].url_full_text,https://atbsunderland.org.uk,,
luscii,Clinical evidence,evidence_sunderland-atb,url evidence,clinical_evidence_detailed[sunderland-atb].url_evidence,https://luscii.co.uk/evidence,,
luscii,Clinical evidence,evidence_sunderland-atb,peer reviewed,clinical_evidence_detailed[sunderland-atb].peer_reviewed,false,,
luscii,Clinical evidence,evidence_sunderland-atb,coi,clinical_evidence_detailed[sunderland-atb].coi,false,,
luscii,Clinical evidence,evidence_sunderland-atb,data quality flag,clinical_evidence_detailed[sunderland-atb].data_quality_flag,true,,
luscii,Clinical evidence,evidence_mtw-virtual-ward,Group: Real-world / observational / service evaluation,_group:Real-world / observational / service evaluation,,,Study id: mtw-virtual-ward
luscii,Clinical evidence,evidence_mtw-virtual-ward,type,clinical_evidence_detailed[mtw-virtual-ward].type,real_world,,
luscii,Clinical evidence,evidence_mtw-virtual-ward,type label,clinical_evidence_detailed[mtw-virtual-ward].type_label,NHS case study / interview,,
luscii,Clinical evidence,evidence_mtw-virtual-ward,ref,clinical_evidence_detailed[mtw-virtual-ward].ref,Maidstone and Tunbridge Wells NHS Trust virtual COPD ward,,
luscii,Clinical evidence,evidence_mtw-virtual-ward,authors,clinical_evidence_detailed[mtw-virtual-ward].authors,"Respiratory team, Maidstone and Tunbridge Wells NHS Trust",,
luscii,Clinical evidence,evidence_mtw-virtual-ward,journal,clinical_evidence_detailed[mtw-virtual-ward].journal,HTN (Health Tech Newspaper),,
luscii,Clinical evidence,evidence_mtw-virtual-ward,year,clinical_evidence_detailed[mtw-virtual-ward].year,2024,,
luscii,Clinical evidence,evidence_mtw-virtual-ward,month,clinical_evidence_detailed[mtw-virtual-ward].month,February,,
luscii,Clinical evidence,evidence_mtw-virtual-ward,setting,clinical_evidence_detailed[mtw-virtual-ward].setting,"Maidstone and Tunbridge Wells NHS Trust, 2023–2024",,
luscii,Clinical evidence,evidence_mtw-virtual-ward,key results,clinical_evidence_detailed[mtw-virtual-ward].key_results,Virtual COPD ward expanded from monitoring-only to include acute and A&E escalation pathways. Luscii Builder used to create bespoke escalation pathway.,,
luscii,Clinical evidence,evidence_mtw-virtual-ward,study limitation,clinical_evidence_detailed[mtw-virtual-ward].study_limitation,Published interview — not peer-reviewed.,,
luscii,Clinical evidence,evidence_mtw-virtual-ward,source label,clinical_evidence_detailed[mtw-virtual-ward].source_label,"HTN interview, 29 February 2024",,
luscii,Clinical evidence,evidence_mtw-virtual-ward,source url,clinical_evidence_detailed[mtw-virtual-ward].source_url,https://htn.co.uk/2024/02/29/featured-interview-luscii-and-maidstone-and-tunbridge-wells-nhs-trust-on-virtual-wards-for-acute-settings/,,
luscii,Clinical evidence,evidence_mtw-virtual-ward,url full text,clinical_evidence_detailed[mtw-virtual-ward].url_full_text,https://htn.co.uk/2024/02/29/featured-interview-luscii-and-maidstone-and-tunbridge-wells-nhs-trust-on-virtual-wards-for-acute-settings/,,
luscii,Clinical evidence,evidence_mtw-virtual-ward,peer reviewed,clinical_evidence_detailed[mtw-virtual-ward].peer_reviewed,false,,
luscii,Clinical evidence,evidence_mtw-virtual-ward,coi,clinical_evidence_detailed[mtw-virtual-ward].coi,false,,
luscii,Clinical evidence,evidence_mtw-virtual-ward,data quality flag,clinical_evidence_detailed[mtw-virtual-ward].data_quality_flag,false,,
luscii,Clinical evidence,evidence_imperial-hf,Group: Real-world / observational / service evaluation,_group:Real-world / observational / service evaluation,,,Study id: imperial-hf
luscii,Clinical evidence,evidence_imperial-hf,type,clinical_evidence_detailed[imperial-hf].type,observational,,
luscii,Clinical evidence,evidence_imperial-hf,type label,clinical_evidence_detailed[imperial-hf].type_label,Observational study,,
luscii,Clinical evidence,evidence_imperial-hf,ref,clinical_evidence_detailed[imperial-hf].ref,Imperial College — Heart Failure retention study,,
luscii,Clinical evidence,evidence_imperial-hf,authors,clinical_evidence_detailed[imperial-hf].authors,Imperial College Healthcare NHS Trust,,
luscii,Clinical evidence,evidence_imperial-hf,n,clinical_evidence_detailed[imperial-hf].n,146,,
luscii,Clinical evidence,evidence_imperial-hf,setting,clinical_evidence_detailed[imperial-hf].setting,"Imperial College Healthcare NHS Trust, HFrEF patients, 3 months",,
luscii,Clinical evidence,evidence_imperial-hf,key results,clinical_evidence_detailed[imperial-hf].key_results,2% drop-out rate at 3 months. Demonstrates strong patient retention in Luscii-enabled monitoring pathways.,,
luscii,Clinical evidence,evidence_imperial-hf,study limitation,clinical_evidence_detailed[imperial-hf].study_limitation,Specific peer-reviewed publication not identified in reviewed sources. Source is Luscii UK evidence page.,,
luscii,Clinical evidence,evidence_imperial-hf,source label,clinical_evidence_detailed[imperial-hf].source_label,Luscii UK evidence page,,
luscii,Clinical evidence,evidence_imperial-hf,source url,clinical_evidence_detailed[imperial-hf].source_url,https://luscii.co.uk/evidence,,
luscii,Clinical evidence,evidence_imperial-hf,url full text,clinical_evidence_detailed[imperial-hf].url_full_text,https://luscii.co.uk/evidence,,
luscii,Clinical evidence,evidence_imperial-hf,peer reviewed,clinical_evidence_detailed[imperial-hf].peer_reviewed,false,,
luscii,Clinical evidence,evidence_imperial-hf,coi,clinical_evidence_detailed[imperial-hf].coi,false,,
luscii,Clinical evidence,evidence_imperial-hf,data quality flag,clinical_evidence_detailed[imperial-hf].data_quality_flag,false,,
luscii,Clinical evidence,evidence_safe-home,Group: Real-world / observational / service evaluation,_group:Real-world / observational / service evaluation,,,Study id: safe-home
luscii,Clinical evidence,evidence_safe-home,type,clinical_evidence_detailed[safe-home].type,observational,,
luscii,Clinical evidence,evidence_safe-home,type label,clinical_evidence_detailed[safe-home].type_label,Published academic studies (multiple),,
luscii,Clinical evidence,evidence_safe-home,ref,clinical_evidence_detailed[safe-home].ref,SAFE@HOME — preeclampsia remote monitoring,,
luscii,Clinical evidence,evidence_safe-home,authors,clinical_evidence_detailed[safe-home].authors,Multiple authors,,
luscii,Clinical evidence,evidence_safe-home,journal,clinical_evidence_detailed[safe-home].journal,JMIR and others,,
luscii,Clinical evidence,evidence_safe-home,setting,clinical_evidence_detailed[safe-home].setting,Netherlands — pregnancy hypertension monitoring,,
luscii,Clinical evidence,evidence_safe-home,key results,clinical_evidence_detailed[safe-home].key_results,Published peer-reviewed studies on Luscii in preeclampsia remote monitoring. Demonstrates platform evidence generation capability across conditions beyond COPD.,,
luscii,Clinical evidence,evidence_safe-home,study limitation,clinical_evidence_detailed[safe-home].study_limitation,Not directly applicable to COPD commissioning decisions. Cross-condition platform evidence only.,,
luscii,Clinical evidence,evidence_safe-home,source label,clinical_evidence_detailed[safe-home].source_label,Luscii evidence page,,
luscii,Clinical evidence,evidence_safe-home,source url,clinical_evidence_detailed[safe-home].source_url,https://luscii.co.uk/evidence,,
luscii,Clinical evidence,evidence_safe-home,url full text,clinical_evidence_detailed[safe-home].url_full_text,https://luscii.co.uk/evidence,,
luscii,Clinical evidence,evidence_safe-home,peer reviewed,clinical_evidence_detailed[safe-home].peer_reviewed,true,,
luscii,Clinical evidence,evidence_safe-home,coi,clinical_evidence_detailed[safe-home].coi,false,,
luscii,Clinical evidence,evidence_safe-home,data quality flag,clinical_evidence_detailed[safe-home].data_quality_flag,false,,
luscii,Clinical evidence,evidence_nice-hte19-luscii,Group: NICE / implementation / grey literature / evidence gap,_group:NICE / implementation / grey literature / evidence gap,,,Study id: nice-hte19-luscii
luscii,Clinical evidence,evidence_nice-hte19-luscii,type,clinical_evidence_detailed[nice-hte19-luscii].type,nice_assessment,,
luscii,Clinical evidence,evidence_nice-hte19-luscii,type label,clinical_evidence_detailed[nice-hte19-luscii].type_label,NICE technology guidance,,
luscii,Clinical evidence,evidence_nice-hte19-luscii,ref,clinical_evidence_detailed[nice-hte19-luscii].ref,NICE HTE19 (HTG736) recommendation,,
luscii,Clinical evidence,evidence_nice-hte19-luscii,authors,clinical_evidence_detailed[nice-hte19-luscii].authors,NICE,,
luscii,Clinical evidence,evidence_nice-hte19-luscii,year,clinical_evidence_detailed[nice-hte19-luscii].year,2024,,
luscii,Clinical evidence,evidence_nice-hte19-luscii,month,clinical_evidence_detailed[nice-hte19-luscii].month,December,,
luscii,Clinical evidence,evidence_nice-hte19-luscii,setting,clinical_evidence_detailed[nice-hte19-luscii].setting,England,,
luscii,Clinical evidence,evidence_nice-hte19-luscii,key results,clinical_evidence_detailed[nice-hte19-luscii].key_results,Recommended for NHS use during 3-year evidence generation period. DTAC confirmed (G-Cloud 14 April 2024).,,
luscii,Clinical evidence,evidence_nice-hte19-luscii,study limitation,clinical_evidence_detailed[nice-hte19-luscii].study_limitation,Evidence generation period — full NICE recommendation pending ~December 2027.,,
luscii,Clinical evidence,evidence_nice-hte19-luscii,source label,clinical_evidence_detailed[nice-hte19-luscii].source_label,NICE HTG736,,
luscii,Clinical evidence,evidence_nice-hte19-luscii,source url,clinical_evidence_detailed[nice-hte19-luscii].source_url,https://www.nice.org.uk/guidance/htg736,,
luscii,Clinical evidence,evidence_nice-hte19-luscii,url full text,clinical_evidence_detailed[nice-hte19-luscii].url_full_text,https://www.nice.org.uk/guidance/htg736,,
luscii,Clinical evidence,evidence_nice-hte19-luscii,peer reviewed,clinical_evidence_detailed[nice-hte19-luscii].peer_reviewed,false,,
luscii,Clinical evidence,evidence_nice-hte19-luscii,coi,clinical_evidence_detailed[nice-hte19-luscii].coi,false,,
luscii,Clinical evidence,evidence_nice-hte19-luscii,data quality flag,clinical_evidence_detailed[nice-hte19-luscii].data_quality_flag,false,,
luscii,NICE guidance,nice_ref_0,Reference title,nice_guidance_refs[0].ref,NICE HTE19 (HTG736),,
luscii,NICE guidance,nice_ref_0,Date,nice_guidance_refs[0].date,December 2024,,
luscii,NICE guidance,nice_ref_0,Note,nice_guidance_refs[0].note,,,
luscii,NICE guidance,nice_ref_0,URL,nice_guidance_refs[0].url,https://www.nice.org.uk/guidance/htg736,,
luscii,NICE guidance,nice_ref_0,Type (badge),nice_guidance_refs[0].type,EVA,,
luscii,NICE guidance,nice_ref_1,Reference title,nice_guidance_refs[1].ref,NICE ARI guidance,,
luscii,NICE guidance,nice_ref_1,Date,nice_guidance_refs[1].date,March 2024,,
luscii,NICE guidance,nice_ref_1,Note,nice_guidance_refs[1].note,Separate recommendation for Acute Respiratory Infection remote monitoring,,
luscii,NICE guidance,nice_ref_1,URL,nice_guidance_refs[1].url,https://www.nice.org.uk/guidance/ng237,,
luscii,NICE guidance,nice_ref_1,Type (badge),nice_guidance_refs[1].type,EVA,,
luscii,Demo access,demo,Demo notes,demo_notes,Contact Luscii via luscii.co.uk for a configured demonstration environment.,,
luscii,Demo access,demo,Link label 1,demo_variants[0].label,Luscii UK website,,
luscii,Demo access,demo,URL 1,demo_variants[0].url,https://luscii.co.uk,,
luscii,Demo access,demo,Link label 2,demo_variants[1].label,Integration documentation,,
luscii,Demo access,demo,URL 2,demo_variants[1].url,https://integrations.luscii.com,,
luscii,NHS and care system integrations,integrations_table,FHIR,technical_integrations.fhir,FHIR R4 compatible,,
luscii,NHS and care system integrations,integrations_table,EMIS,technical_integrations.emis,Integration available,,
luscii,NHS and care system integrations,integrations_table,NHS Login (table),nhs_login_integration_display,Yes,,
luscii,NHS and care system integrations,integrations_table,NHS Notify (table),nhs_notify_integration_display,Yes,,
luscii,NHS and care system integrations,integrations_table,Population health dashboard,technical_integrations.population_health_dashboard,Yes,,
luscii,NHS and care system integrations,integrations_table,Device integration,technical_integrations.device_integration,"OMRON pulse oximeters, blood pressure monitors, spirometers via Bluetooth",,
